number_volume,number_issue,number_article,year,period,type_decide,type_1,type_2,name_book,name_book_words,name_book_len,keyword,author_number,author_info,country_list,author_mutiple_country,judge_mutiple_country_article,page_start,page_end,page_quant,date_receive,date_accept,date_online,views,Crossref,Web_of_Science
15,2,1,2013,2013-2,editorial,editorial,Editorials,editorial,['editorial'],9.0,[],1,"[('Göran Therborn', 'male', ""['United Kingdom']"", ' University of Cambridge ', 'https://www.tandfonline.com/author/Therborn%2C+G%C3%B6ran')]","[('United Kingdom', 1)]",0,0,153,154,2,,,29 Apr 2013,251,0,1
15,2,2,2013,2013-2,introduction,,Art Markets and Sociology of Culture,introduction,['introduction'],12.0,[],1,"[('Marta Herrero', 'female', ""['United Kingdom']"", ' University of Sheffield , Sheffield , UK ', 'https://www.tandfonline.com/author/Herrero%2C+Marta')]","[('United Kingdom', 1)]",0,0,155,161,7,08 Jan 2013,10 Jan 2013,29 Apr 2013,505,1,0
15,2,3,2013,2013-2,article,Article,Art Markets and Sociology of Culture,international contemporary art fairs in a ‘globalized’ art market,"['international', 'contemporary', 'art', 'fair', '‘', 'globalized', 'art', 'market']",65.0,"['art fairs', 'art market', 'visual arts', 'high culture', 'globalisation', 'transnational exchanges']",1,"[('Alain Quemin', 'male', ""['France']"", ' University of Paris-8 , Paris , France ', 'https://www.tandfonline.com/author/Quemin%2C+Alain')]","[('France', 1)]",0,0,162,177,16,08 Jan 2013,10 Jan 2013,21 Feb 2013,"2,104",19,0
15,2,4,2013,2013-2,article,Article,Art Markets and Sociology of Culture,the price of art,"['price', 'art']",16.0,"['price formation', 'art markets', 'culture', 'uncertainty']",2,"[('Jens Beckert', 'male', ""['Germany']"", ' Max Planck Institute for the Study of Societies in Cologne , Cologne , Germany ', 'https://www.tandfonline.com/author/Beckert%2C+Jens'), ('Jörg Rössel', 'male', ""['Switzerland']"", ' Institute for Sociology , University of Zurich , Zurich , Switzerland ', 'https://www.tandfonline.com/author/R%C3%B6ssel%2C+J%C3%B6rg')]","[('Germany', 1), ('Switzerland', 1)]",0,1,178,195,18,08 Jan 2013,10 Jan 2013,21 Feb 2013,"3,243",49,0
15,2,5,2013,2013-2,article,Article,Art Markets and Sociology of Culture,priceless calculations,"['priceless', 'calculation']",22.0,"['art market', 'performativity', 'networks', 'artistic objects', 'cultural value']",1,"[('Juan Pablo Pardo-Guerra', 'male', ""['United Kingdom']"", ' London School of Economics and Political Science , London , UK ', 'https://www.tandfonline.com/author/Pardo-Guerra%2C+Juan+Pablo')]","[('United Kingdom', 1)]",0,0,196,211,16,08 Jan 2013,10 Jan 2013,18 Feb 2013,331,1,1
15,2,6,2013,2013-2,article,Article,Art Markets and Sociology of Culture,musicians make markets,"['musician', 'make', 'market']",22.0,"['music', 'markets', 'aesthetics', 'embodiment', 'agency', 'Beethoven']",1,"[('Tia DeNora', 'female', ""['United Kingdom']"", ' University of Exeter , Exeter , UK ', 'https://www.tandfonline.com/author/DeNora%2C+Tia')]","[('United Kingdom', 1)]",0,0,212,228,17,08 Jan 2013,10 Jan 2013,21 Feb 2013,501,3,1
15,2,7,2013,2013-2,article,Article,Art Markets and Sociology of Culture,"putting circuits into fields, or how italian canzone gained the status of ‘art’ in the music market","['putting', 'circuit', 'field', 'italian', 'canzone', 'gained', 'status', '‘', 'art', 'music', 'market']",99.0,"['music market', 'sacrilization', 'authorship', 'suicide', 'circuits of commerce', 'field of cultural production']",1,"[('Marco Santoro', 'male', ""['Italy']"", ' Università di Bologna , Bologna , Italy ', 'https://www.tandfonline.com/author/Santoro%2C+Marco')]","[('Italy', 1)]",0,0,229,245,17,08 Jan 2013,10 Jan 2013,29 Apr 2013,189,3,0
15,2,8,2013,2013-2,article,Article,Cultural Capital and Heritage,emerging forms of cultural capital,"['emerging', 'form', 'cultural', 'capital']",34.0,"['cultural capital', 'cosmopolitanism', 'stratification']",2,"[('Annick Prieur', 'female', ""['Denmark']"", ' Department of Sociology and Social Work , University of Aalborg , Denmark ', 'https://www.tandfonline.com/author/Prieur%2C+Annick'), ('Mike Savage', 'male', ""['United Kingdom']"", ' Department of Sociology , London School of Economics , London ', 'https://www.tandfonline.com/author/Savage%2C+Mike')]","[('Denmark', 1), ('United Kingdom', 1)]",0,1,246,267,22,06 Mar 2012,16 Aug 2012,26 Mar 2013,"6,573",154,7
15,2,9,2013,2013-2,article,Article,Cultural Capital and Heritage,explaining variation in work ethic in europe,"['explaining', 'variation', 'work', 'ethic', 'europe']",44.0,"['work ethic', 'modernisation', 'social institutions', 'European Values Study', 'comparative study, multilevel analysis']",3,"[('Kirsten Stam', 'female', ""['Netherlands']"", ' Tilburg University, Sociology , Tilburg , The Netherlands ', 'https://www.tandfonline.com/author/Stam%2C+Kirsten'), ('Ellen Verbakel', 'female', ""['Netherlands']"", ' Tilburg University, Sociology , Tilburg , The Netherlands ', 'https://www.tandfonline.com/author/Verbakel%2C+Ellen'), ('Paul M. De Graaf', 'male', ""['Netherlands']"", ' Tilburg University, Sociology , Tilburg , The Netherlands ', 'https://www.tandfonline.com/author/de+Graaf%2C+Paul+M')]","[('Netherlands', 3)]",0,0,268,289,22,10 May 2011,16 Aug 2012,05 Oct 2012,959,14,1
15,2,10,2013,2013-2,article,Article,Cultural Capital and Heritage,globalization of markets for contemporary art,"['globalization', 'market', 'contemporary', 'art']",45.0,"['globalization', 'galleries', 'market', 'contemporary art', 'organizational practice']",1,"[('Olav Velthuis', 'male', ""['Netherlands']"", ' Department of Sociology and Anthropology , University of Amsterdam , Amsterdam , The Netherlands ', 'https://www.tandfonline.com/author/Velthuis%2C+Olav')]","[('Netherlands', 1)]",0,0,290,308,19,08 Jan 2013,10 Jan 2013,25 Feb 2013,"1,909",20,0
15,3,1,2013,2013-3,editorial,editorial,Editorial,questions to the sociology of europe,"['question', 'sociology', 'europe']",36.0,[],1,"[('Göran Therborn', 'male', ""['United Kingdom']"", ' University of Cambridge ', 'https://www.tandfonline.com/author/Therborn%2C+G%C3%B6ran')]","[('United Kingdom', 1)]",0,0,309,311,3,,,19 Jun 2013,210,0,0
15,3,2,2013,2013-3,article,Article,Issues of Europe-Making,the eu: the communitarian deficit,"['eu', 'communitarian', 'deficit']",33.0,"['European integration', 'community building', 'communitarian', 'moral dialogue', 'fiscal union', 'political union']",1,"[('Amitai Etzioni', 'male', ""['Cyprus']"", ' Department of Sociology , University of Cyprus , Nicosia , Cyprus ', 'https://www.tandfonline.com/author/Etzioni%2C+Amitai')]","[('Cyprus', 1)]",0,0,312,330,19,27 Feb 2013,27 Feb 2013,16 Apr 2013,650,8,1
15,3,3,2013,2013-3,article,Article,Issues of Europe-Making,european market making and policy duplication,"['european', 'market', 'making', 'policy', 'duplication']",45.0,"['European integration', 'transnationalisation', 'technical standards', 'barriers to trade', 'sociology of markets']",1,"[('Christian Frankel', 'male', ""['Denmark']"", ' Copenhagen Business School , Frederiksberg , Denmark ', 'https://www.tandfonline.com/author/Frankel%2C+Christian')]","[('Denmark', 1)]",0,0,331,352,22,06 Jul 2010,05 Nov 2012,19 Dec 2012,116,1,1
15,3,4,2013,2013-3,article,Article,Issues of Europe-Making,territorial borders as institutions,"['territorial', 'border', 'institution']",35.0,"['borders', 'migration control', 'functions', 'territory', 'institutions']",1,"[('Andreas Müller', 'male', ""['Germany']"", ' Federal Office for Migration and Refugees , Nürnberg , Germany ', 'https://www.tandfonline.com/author/M%C3%BCller%2C+Andreas')]","[('Germany', 1)]",0,0,353,372,20,09 Jun 2011,30 Jun 2012,03 Sep 2012,784,4,1
15,3,5,2013,2013-3,article,Article,Issues of Europe-Making,class and social capital in europe,"['class', 'social', 'capital', 'europe']",34.0,"['class', 'social capital', 'social space', 'Europe']",2,"[('Renato Miguel Carmo', 'male', ""['Portugal']"", ' CIES , Lisbon University Institute , Lisbon , Portugal ', 'https://www.tandfonline.com/author/Carmo%2C+Renato+Miguel'), ('Nuno Nunes', 'male', ""['Portugal']"", ' CIES , Lisbon University Institute , Lisbon , Portugal ', 'https://www.tandfonline.com/author/Nunes%2C+Nuno')]","[('Portugal', 2)]",0,0,373,387,15,11 Jan 2011,22 Apr 2012,12 Jun 2012,"1,191",8,0
15,3,6,2013,2013-3,article,Article,Family Moves and Personal Outcomes,intra-eu migration from slovakia,"['intra-eu', 'migration', 'slovakia']",32.0,"['intra-EU migration', 'new economics of labour migration', 'migrant networks theory', 'migration from Slovakia', 'Labour Force Survey']",1,"[('Miloslav Bahna', 'male', ""['Slovakia']"", ' Institute for Sociology, Slovak Academy of Sciences , Bratislava , Slovak Republic ', 'https://www.tandfonline.com/author/Bahna%2C+Miloslav')]","[('Slovakia', 1)]",0,0,388,407,20,24 Apr 2011,14 Jun 2012,25 Jul 2012,643,8,1
15,3,7,2013,2013-3,article,Article,Family Moves and Personal Outcomes,"migration, return, and happiness in romania","['migration', 'return', 'happiness', 'romania']",43.0,"['International migration', 'return migration', 'happiness', 'Romania']",1,"[('David Bartram', 'unknown', ""['United Kingdom']"", ' Department of Sociology , University of Leicester , Leicester , UK ', 'https://www.tandfonline.com/author/Bartram%2C+David')]","[('United Kingdom', 1)]",0,0,408,422,15,05 Jan 2012,16 Aug 2012,18 Sep 2012,689,11,1
15,3,8,2013,2013-3,article,Article,Family Moves and Personal Outcomes,why do couples relocate?,"['couple', 'relocate']",24.0,"['family migration', 'unemployment', 'household economic theory', 'bargaining theory', 'gender role theory']",1,"[('Silvia Maja Melzer', 'female', ""['Germany']"", ' University of Bielefeld , Bielefeld , Germany ', 'https://www.tandfonline.com/author/Melzer%2C+Silvia+Maja')]","[('Germany', 1)]",0,0,423,445,23,29 Apr 2010,09 Jan 2013,16 Apr 2013,172,1,1
15,3,9,2013,2013-3,article,Article,Family Moves and Personal Outcomes,parenthood and retirement,"['parenthood', 'retirement']",25.0,"['reproductive history', 'retirement', 'gender', 'welfare state', 'SHARELIFE']",2,"[('Karsten Hank', 'male', ""['Germany']"", ' University of Cologne, Institute of Sociology , Cologne , Germany ', 'https://www.tandfonline.com/author/Hank%2C+Karsten'), ('Julie M. Korbmacher', 'female', ""['Germany']"", ' MEA – Max Planck Institute for Social Law and Social Policy , Munich , Germany ', 'https://www.tandfonline.com/author/Korbmacher%2C+Julie+M')]","[('Germany', 2)]",0,0,446,461,16,16 Feb 2012,09 Nov 2012,07 Dec 2012,584,18,1
15,3,10,2013,2013-3,book review,book review,Book Reviews,bourdieu in international relations – rethinking key concepts in ir,"['bourdieu', 'international', 'relation', '–', 'rethinking', 'key', 'concept', 'ir']",67.0,[],1,"[('Jens Arnholtz', 'male', ""['Denmark']"", ' Department of Sociology , University of Copenhagen ', 'https://www.tandfonline.com/author/Arnholtz%2C+Jens')]","[('Denmark', 1)]",0,0,462,464,3,07 Jan 2013,11 Jan 2013,15 Feb 2013,435,3,1
15,3,11,2013,2013-3,book review,book review,Book Reviews,the emancipation of europe's muslims: the state's role in minority integration,"['emancipation', 'europe', ""'s"", 'muslim', 'state', ""'s"", 'role', 'minority', 'integration']",78.0,[],1,"[('Reza Azarian', 'mostly_male', ""['Sweden']"", ' Stockholm University , Stockholm ', 'https://www.tandfonline.com/author/Azarian%2C+Reza')]","[('Sweden', 1)]",0,0,465,466,2,09 Dec 2012,13 Jan 2013,20 Feb 2013,117,0,1
15,3,12,2013,2013-3,book review,book review,Book Reviews,women on corporate boards and in top management. european trends and policy work and welfare in europe series,"['woman', 'corporate', 'board', 'top', 'management', 'european', 'trend', 'policy', 'work', 'welfare', 'europe', 'series']",109.0,[],1,"[('Anna Wahl', 'female', ""['Sweden']"", ' Organization and Management , Royal Institute of Technology (KTH) , Stockholm , Sweden ; Tema Genus , Linköping University , Sweden ', 'https://www.tandfonline.com/author/Wahl%2C+Anna')]","[('Sweden', 1)]",0,0,467,469,3,10 Jan 2013,24 Mar 2013,07 May 2013,260,0,1
15,4,1,2013,2013-4,editorial,editorial,EDITORIAL,where are the pigs? still a southern european welfare regime?,"['pig', 'still', 'southern', 'european', 'welfare', 'regime']",61.0,[],1,[],[],0,0,471,474,4,,,30 Sep 2013,642,8,0
15,4,2,2013,2013-4,article,Article,Article,the southern european welfare model in the post-industrial order,"['southern', 'european', 'welfare', 'model', 'post-industrial', 'order']",64.0,"['Mediterranean Welfare regime', 'new social risks', 'economic crisis', 'welfare reform']",2,"[('Pau Marí-Klose', 'male', ""['Spain']"", ' Departamento de Psicología y Sociología, Universidad de Zaragoza', 'https://www.tandfonline.com/author/Mar%C3%AD-Klose%2C+Pau'), ('Francisco Javier Moreno-Fuentes', 'male', ""['Spain']"", ' Institute of Public Goods and Policies (IPP-CSIC), Madrid, Spain', 'https://www.tandfonline.com/author/Moreno-Fuentes%2C+Francisco+Javier')]","[('Spain', 2)]",0,0,475,492,18,14 Aug 2013,14 Aug 2013,06 Sep 2013,"1,011",28,3
15,4,3,2013,2013-4,article,Article,Article,"youth, family change and welfare arrangements","['youth', 'family', 'change', 'welfare', 'arrangement']",45.0,"['familism', 'female labour participation', 'household care', 'societal change', 'welfare arrangements']",2,"[('Luis Moreno', 'male', ""['Spain']"", ' Spanish National Research Council, IPP-CCHS-CSIC', 'https://www.tandfonline.com/author/Moreno%2C+Luis'), ('Pau Marí-Klose', 'male', ""['Spain']"", ' Department of Psychology and Sociology, University of Zaragoza', 'https://www.tandfonline.com/author/Mar%C3%AD-Klose%2C+Pau')]","[('Spain', 2)]",0,0,493,513,21,,,30 Sep 2013,846,31,3
15,4,4,2013,2013-4,article,Article,Article,the myth of mediterranean familism,"['myth', 'mediterranean', 'familism']",34.0,"['welfare attitudes', 'familism', 'Mediterranean model', 'childcare']",2,"[('Ines Calzada', 'female', ""['Spain']"", ' Instituto de Políticas y Bienes Públicos (CSIC), Madrid, Spain', 'https://www.tandfonline.com/author/Calzada%2C+Ines'), ('Clem Brooks', 'male', ""['United States']"", ' Department of Sociology, Indiana University, Bloomington, IN, USA', 'https://www.tandfonline.com/author/Brooks%2C+Clem')]","[('Spain', 1), ('United States', 1)]",0,1,514,534,21,,,06 Sep 2013,903,26,0
15,4,5,2013,2013-4,article,Article,Article,bridge over troubled waters,"['bridge', 'troubled', 'water']",27.0,"['family', 'gender', 'work and family', 'fertility', 'gender equality', 'welfare state']",3,"[('Anália Torres', 'female', ""['Portugal']"", ' Department of Sociology, ISCSP-UTL, Lisbon, Portugal ', 'https://www.tandfonline.com/author/Torres%2C+An%C3%A1lia'), ('Bernardo Coelho', 'male', ""['Portugal']"", ' Department of Sociology, CIES-IUL, Lisbon, Portugal ', 'https://www.tandfonline.com/author/Coelho%2C+Bernardo'), ('Miguel Cabrita', 'male', ""['Portugal']"", ' Department of Sociology, CIES-IUL, Lisbon, Portugal ', 'https://www.tandfonline.com/author/Cabrita%2C+Miguel')]","[('Portugal', 3)]",0,0,535,556,22,,,16 Sep 2013,422,6,1
15,4,6,2013,2013-4,article,Article,Article,redefining the dynamics of intergenerational family solidarity in spain,"['redefining', 'dynamic', 'intergenerational', 'family', 'solidarity', 'spain']",71.0,"['Spanish welfare state', 'dependency care', 'familist values', 'intergenerational solidarity']",2,"[('Jordi Caïs', 'male', ""['Spain']"", ' Department of Sociology and Organizational Analysis, Universitat de Barcelona, Barcelona, Spain', 'https://www.tandfonline.com/author/Ca%C3%AFs%2C+Jordi'), ('Laia Folguera', 'female', ""['Spain']"", ' Department of Sociology and Organizational Analysis, Universitat de Barcelona, Barcelona, Spain', 'https://www.tandfonline.com/author/Folguera%2C+Laia')]","[('Spain', 2)]",0,0,557,576,20,,,30 Sep 2013,452,5,1
15,4,7,2013,2013-4,article,Article,Article,the southern european migrant-based care model,"['southern', 'european', 'migrant-based', 'care', 'model']",46.0,"['long-term care', 'immigration', 'female employment', 'Mediterranean Welfare regime']",3,"[('Barbara Da Roit', 'female', ""['Netherlands']"", ' Department of Sociology and Anthropology, University of Amsterdam', 'https://www.tandfonline.com/author/da+Roit%2C+Barbara'), ('Amparo González Ferrer', 'female', ""['Spain']"", ' Instituto de Economía, Geografía y Demografía (CSIC) Madrid', 'https://www.tandfonline.com/author/Gonz%C3%A1lez+Ferrer%2C+Amparo'), ('Francisco Javier Moreno-Fuentes', 'male', ""['Spain']"", ' Instituto de Políticas y Bienes Públicos (CSIC) Madrid', 'https://www.tandfonline.com/author/Moreno-Fuentes%2C+Francisco+Javier')]","[('Netherlands', 1), ('Spain', 2)]",0,1,577,596,20,,,30 Sep 2013,560,17,0
15,4,8,2013,2013-4,article,Article,Article,is social protection in greece at a crossroads?,"['social', 'protection', 'greece', 'crossroad']",47.0,"['familialist regime', 'statism', 'austerity measures', 'welfare retrenchment', 'pension reform', 'health', 'social care']",1,"[('Maria Petmesidou', 'female', ""['Greece']"", ' Department of Social Administration and Political Science, Democritus University of Thrace, Greece', 'https://www.tandfonline.com/author/Petmesidou%2C+Maria')]","[('Greece', 1)]",0,0,597,616,20,,,06 Sep 2013,534,27,1
